0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
1.00,1.00,[Topic=rtms-stream-mylogs][MessageFound=(patch)][UserSearch=(rgx:p([a-z]+)ch)];,rgx:p([a-z]+)ch,0:221131;
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
0.00,0.00,na,rgx:p([a-z]+)ch,
